기준년월,기초지자체,중분류,소비액(천원)
202203,파주시,캠핑장/펜션,40.0
202203,파주시,기타숙박,14380.0
202203,파주시,육상운송,8163.0
202203,파주시,대형쇼핑몰,371208.0
202203,파주시,레저용품쇼핑,4137.0
202203,파주시,기타관광쇼핑,140604.0
202203,파주시,관광유원시설,422.0
202203,파주시,골프장,22765.0
202203,파주시,기타레저,4547.0
202203,파주시,문화서비스,1214.0
202203,파주시,의료관광,6346.0
202203,파주시,뷰티,5160.0
202203,파주시,일반외식업,60803.0
202203,파주시,제과음료업,21384.0
202204,파주시,호텔,1362.0
202204,파주시,기타숙박,5176.0
202204,파주시,육상운송,31211.0
202204,파주시,대형쇼핑몰,480889.0
202204,파주시,레저용품쇼핑,2286.0
202204,파주시,기타관광쇼핑,186536.0
202204,파주시,관광유원시설,908.0
202204,파주시,골프장,31497.0
202204,파주시,기타레저,16024.0
202204,파주시,문화서비스,1827.0
202204,파주시,의료관광,24626.0
202204,파주시,뷰티,6788.0
202204,파주시,일반외식업,89265.0
202204,파주시,제과음료업,20373.0
202205,파주시,호텔,7625.0
202205,파주시,기타숙박,12423.0
202205,파주시,육상운송,32639.0
202205,파주시,대형쇼핑몰,550185.0
202205,파주시,레저용품쇼핑,4520.0
202205,파주시,기타관광쇼핑,248398.0
202205,파주시,관광유원시설,1121.0
202205,파주시,골프장,43599.0
202205,파주시,기타레저,14876.0
202205,파주시,문화서비스,1778.0
202205,파주시,의료관광,16872.0
202205,파주시,뷰티,6529.0
202205,파주시,일반외식업,98000.0
202205,파주시,제과음료업,29064.0
202206,파주시,호텔,17693.0
202206,파주시,기타숙박,38780.0
202206,파주시,육상운송,57278.0
202206,파주시,렌터카,650.0
202206,파주시,대형쇼핑몰,587600.0
202206,파주시,레저용품쇼핑,6969.0
202206,파주시,기타관광쇼핑,408499.0
202206,파주시,관광유원시설,964.0
202206,파주시,골프장,31517.0
202206,파주시,기타레저,12628.0
202206,파주시,문화서비스,1338.0
202206,파주시,의료관광,21243.0
202206,파주시,뷰티,9656.0
202206,파주시,일반외식업,110934.0
202206,파주시,제과음료업,25238.0
202207,파주시,호텔,22371.0
202207,파주시,기타숙박,51781.0
202207,파주시,여행업,52.0
202207,파주시,육상운송,26177.0
202207,파주시,렌터카,1670.0
202207,파주시,대형쇼핑몰,729416.0
202207,파주시,레저용품쇼핑,5180.0
202207,파주시,기타관광쇼핑,428282.0
202207,파주시,관광유원시설,1023.0
202207,파주시,골프장,37621.0
202207,파주시,기타레저,12649.0
202207,파주시,문화서비스,2141.0
202207,파주시,의료관광,27767.0
202207,파주시,뷰티,12422.0
202207,파주시,일반외식업,131192.0
202207,파주시,제과음료업,36201.0
202208,파주시,호텔,34883.0
202208,파주시,기타숙박,42010.0
202208,파주시,여행업,8.0
202208,파주시,육상운송,26299.0
202208,파주시,대형쇼핑몰,729719.0
202208,파주시,레저용품쇼핑,5581.0
202208,파주시,기타관광쇼핑,298294.0
202208,파주시,관광유원시설,1663.0
202208,파주시,골프장,30183.0
202208,파주시,기타레저,18629.0
202208,파주시,문화서비스,1447.0
202208,파주시,의료관광,44382.0
202208,파주시,뷰티,27346.0
202208,파주시,일반외식업,156367.0
202208,파주시,제과음료업,30020.0
202209,파주시,호텔,29753.0
202209,파주시,캠핑장/펜션,20.0
202209,파주시,기타숙박,26603.0
202209,파주시,육상운송,19221.0
202209,파주시,대형쇼핑몰,845403.0
202209,파주시,레저용품쇼핑,8584.0
202209,파주시,기타관광쇼핑,315251.0
202209,파주시,관광유원시설,1134.0
202209,파주시,골프장,49953.0
202209,파주시,기타레저,15759.0
202209,파주시,문화서비스,775.0
202209,파주시,의료관광,27949.0
202209,파주시,뷰티,48808.0
202209,파주시,일반외식업,149365.0
202209,파주시,제과음료업,28327.0
202110,파주시,캠핑장/펜션,0.0
202110,파주시,여행업,0.0
202203,파주시,호텔,0.0
202203,파주시,여행업,0.0
202204,파주시,캠핑장/펜션,0.0
202205,파주시,캠핑장/펜션,0.0
202207,파주시,캠핑장/펜션,0.0
