기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
양평군,자연관광,2674741,1.9,76872,2.9
양평군,체험관광,2674741,1.9,4485,0.2
여주시,기타관광,3173888,2.2,85532,2.7
여주시,레저스포츠,3173888,2.2,982914,31.0
여주시,문화관광,3173888,2.2,121382,3.8
여주시,쇼핑,3173888,2.2,691510,21.8
여주시,숙박,3173888,2.2,164748,5.2
여주시,역사관광,3173888,2.2,110639,3.5
여주시,음식,3173888,2.2,967958,30.5
여주시,자연관광,3173888,2.2,30793,1.0
여주시,체험관광,3173888,2.2,18412,0.6
연천군,기타관광,826543,0.6,129810,15.7
연천군,레저스포츠,826543,0.6,51056,6.2
연천군,문화관광,826543,0.6,85463,10.3
연천군,쇼핑,826543,0.6,9097,1.1
연천군,숙박,826543,0.6,151781,18.4
연천군,역사관광,826543,0.6,67510,8.2
연천군,음식,826543,0.6,245749,29.7
연천군,자연관광,826543,0.6,73441,8.9
연천군,체험관광,826543,0.6,12636,1.5
오산시,기타관광,1705733,1.2,26001,1.5
오산시,레저스포츠,1705733,1.2,28050,1.6
오산시,문화관광,1705733,1.2,185068,10.8
오산시,쇼핑,1705733,1.2,123554,7.2
오산시,숙박,1705733,1.2,101337,5.9
오산시,역사관광,1705733,1.2,40241,2.4
오산시,음식,1705733,1.2,1197368,70.2
오산시,자연관광,1705733,1.2,3955,0.2
오산시,체험관광,1705733,1.2,159,0.0
용인시 기흥구,기타관광,4076630,2.9,9960,0.2
용인시 기흥구,레저스포츠,4076630,2.9,634282,15.6
용인시 기흥구,문화관광,4076630,2.9,288634,7.1
용인시 기흥구,쇼핑,4076630,2.9,587024,14.4
용인시 기흥구,숙박,4076630,2.9,101492,2.5
용인시 기흥구,역사관광,4076630,2.9,250641,6.1
용인시 기흥구,음식,4076630,2.9,2198154,53.9
용인시 기흥구,자연관광,4076630,2.9,2816,0.1
용인시 기흥구,체험관광,4076630,2.9,3627,0.1
용인시 수지구,기타관광,2503290,1.8,4703,0.2
용인시 수지구,레저스포츠,2503290,1.8,8242,0.3
용인시 수지구,문화관광,2503290,1.8,125118,5.0
용인시 수지구,쇼핑,2503290,1.8,681204,27.2
용인시 수지구,숙박,2503290,1.8,56462,2.3
용인시 수지구,역사관광,2503290,1.8,15280,0.6
용인시 수지구,음식,2503290,1.8,1606010,64.2
용인시 수지구,자연관광,2503290,1.8,6069,0.2
용인시 수지구,체험관광,2503290,1.8,202,0.0
용인시 처인구,기타관광,5737767,4.1,144569,2.5
용인시 처인구,레저스포츠,5737767,4.1,1321203,23.0
용인시 처인구,문화관광,5737767,4.1,1452341,25.3
용인시 처인구,쇼핑,5737767,4.1,77154,1.3
용인시 처인구,숙박,5737767,4.1,461686,8.0
용인시 처인구,역사관광,5737767,4.1,78438,1.4
용인시 처인구,음식,5737767,4.1,2034215,35.5
용인시 처인구,자연관광,5737767,4.1,77078,1.3
용인시 처인구,체험관광,5737767,4.1,91083,1.6
의왕시,기타관광,2272500,1.6,32590,1.4
의왕시,레저스포츠,2272500,1.6,31077,1.4
의왕시,문화관광,2272500,1.6,123569,5.4
의왕시,쇼핑,2272500,1.6,626692,27.6
의왕시,숙박,2272500,1.6,46620,2.1
의왕시,역사관광,2272500,1.6,48791,2.1
의왕시,음식,2272500,1.6,1241577,54.6
의왕시,자연관광,2272500,1.6,115007,5.1
의왕시,체험관광,2272500,1.6,6577,0.3
의정부시,기타관광,2568176,1.8,54998,2.1
의정부시,레저스포츠,2568176,1.8,66794,2.6
의정부시,문화관광,2568176,1.8,213431,8.3
의정부시,쇼핑,2568176,1.8,380663,14.8
의정부시,숙박,2568176,1.8,108484,4.2
의정부시,역사관광,2568176,1.8,13590,0.5
의정부시,음식,2568176,1.8,1728245,67.3
의정부시,자연관광,2568176,1.8,1368,0.1
의정부시,체험관광,2568176,1.8,603,0.0
이천시,기타관광,3354390,2.4,225223,6.7
이천시,레저스포츠,3354390,2.4,676716,20.2
이천시,문화관광,3354390,2.4,197330,5.9
이천시,쇼핑,3354390,2.4,506036,15.1
이천시,숙박,3354390,2.4,196683,5.9
이천시,역사관광,3354390,2.4,37887,1.1
이천시,음식,3354390,2.4,1373361,40.9
이천시,자연관광,3354390,2.4,6507,0.2
이천시,체험관광,3354390,2.4,134647,4.0
파주시,기타관광,7499263,5.3,869719,11.6
파주시,레저스포츠,7499263,5.3,546082,7.3
파주시,문화관광,7499263,5.3,769241,10.3
파주시,쇼핑,7499263,5.3,1206351,16.1
파주시,숙박,7499263,5.3,340507,4.5
파주시,역사관광,7499263,5.3,115309,1.5
파주시,음식,7499263,5.3,3568776,47.6
파주시,자연관광,7499263,5.3,56148,0.7
파주시,체험관광,7499263,5.3,27130,0.4
평택시,기타관광,4385649,3.1,248123,5.7
평택시,레저스포츠,4385649,3.1,113806,2.6
평택시,문화관광,4385649,3.1,356838,8.1
평택시,쇼핑,4385649,3.1,322775,7.4
평택시,숙박,4385649,3.1,345974,7.9
평택시,역사관광,4385649,3.1,23348,0.5
평택시,음식,4385649,3.1,2933344,66.9
평택시,자연관광,4385649,3.1,35718,0.8
평택시,체험관광,4385649,3.1,5723,0.1
포천시,기타관광,3470797,2.5,99903,2.9
포천시,레저스포츠,3470797,2.5,808401,23.3
포천시,문화관광,3470797,2.5,329339,9.5
포천시,쇼핑,3470797,2.5,14563,0.4
포천시,숙박,3470797,2.5,449724,13.0
포천시,역사관광,3470797,2.5,31308,0.9
포천시,음식,3470797,2.5,1416173,40.8
포천시,자연관광,3470797,2.5,204785,5.9
포천시,체험관광,3470797,2.5,116601,3.4
하남시,기타관광,5410426,3.8,4753,0.1
하남시,레저스포츠,5410426,3.8,206848,3.8
하남시,문화관광,5410426,3.8,475966,8.8
하남시,쇼핑,5410426,3.8,2306833,42.6
하남시,숙박,5410426,3.8,68526,1.3
하남시,역사관광,5410426,3.8,18331,0.3
하남시,음식,5410426,3.8,2322266,42.9
하남시,자연관광,5410426,3.8,3097,0.1
하남시,체험관광,5410426,3.8,3806,0.1
화성시,기타관광,8863287,6.3,660403,7.5
화성시,레저스포츠,8863287,6.3,741349,8.4
화성시,문화관광,8863287,6.3,920762,10.4
화성시,쇼핑,8863287,6.3,633520,7.1
화성시,숙박,8863287,6.3,644926,7.3
화성시,역사관광,8863287,6.3,184485,2.1
화성시,음식,8863287,6.3,4479319,50.5
화성시,자연관광,8863287,6.3,455817,5.1
화성시,체험관광,8863287,6.3,142706,1.6
