기준년월,기초지자체,중분류,소비액(천원),전년도 지출액
202412,파주시,제과음료업,5694699.0,6004890.0
202501,파주시,의료관광,178478.0,196581.0
202502,파주시,렌터카,4613.0,8863.0
202502,파주시,대형쇼핑몰,2.6601397E7,3.0279975E7
202503,파주시,레저용품쇼핑,1586539.0,1709997.0
202503,파주시,일반외식업,2.8311672E7,2.8706258E7
202504,파주시,기타관광쇼핑,1.5102695E7,1.5758001E7
202505,파주시,뷰티,1337930.0,1284726.0
202506,파주시,호텔,45048.0,43797.0
202410,파주시,호텔,74659.0,79454.0
202412,파주시,뷰티,1375026.0,1227532.0
202501,파주시,제과음료업,5755114.0,5531026.0
202501,파주시,육상운송,1.1515163E7,1.1595652E7
202503,파주시,제과음료업,6162499.0,6514664.0
202505,파주시,기타레저,1952396.0,1767238.0
202506,파주시,의료관광,310271.0,245511.0
202504,파주시,일반외식업,2.5390877E7,2.7001884E7
202505,파주시,렌터카,6165.0,7509.0
202507,파주시,호텔,63074.0,47091.0
202507,파주시,기타숙박,589530.0,609814.0
202507,파주시,기타관광쇼핑,1.574586E7,1.5035887E7
202507,파주시,골프장,9116537.0,8648543.0
202507,파주시,문화서비스,563548.0,673473.0
202507,파주시,캠핑장/펜션,24377.0,34746.0
202507,파주시,육상운송,1.4207583E7,1.3194028E7
202507,파주시,렌터카,11937.0,3506.0
202507,파주시,레저용품쇼핑,1406989.0,1534231.0
202507,파주시,관광유원시설,238012.0,320078.0
202507,파주시,기타레저,1413027.0,1383483.0
202507,파주시,의료관광,282011.0,187017.0
202507,파주시,여행업,81085.0,66522.0
202507,파주시,대형쇼핑몰,2.4117829E7,2.597898E7
202507,파주시,제과음료업,5972611.0,5857427.0
202507,파주시,뷰티,1312999.0,1108049.0
202507,파주시,일반외식업,2.8435245E7,2.6422305E7
202508,파주시,호텔,81499.0,63945.0
202508,파주시,기타숙박,639189.0,669473.0
202508,파주시,기타관광쇼핑,1.574044E7,1.5656636E7
202508,파주시,골프장,8511396.0,8880764.0
202508,파주시,문화서비스,602904.0,713020.0
202508,파주시,캠핑장/펜션,44849.0,45853.0
202508,파주시,육상운송,1.3936316E7,1.4079829E7
202508,파주시,렌터카,15876.0,14932.0
202508,파주시,레저용품쇼핑,1303125.0,1313145.0
202508,파주시,관광유원시설,366010.0,366978.0
202508,파주시,기타레저,1539415.0,1416528.0
202508,파주시,의료관광,365347.0,233390.0
202508,파주시,여행업,49034.0,74464.0
202508,파주시,대형쇼핑몰,2.7978511E7,2.8999238E7
202508,파주시,제과음료업,6705684.0,6749152.0
202508,파주시,뷰티,1373404.0,1120526.0
202508,파주시,일반외식업,2.9818269E7,2.8738126E7
202509,파주시,기타숙박,572768.0,539073.0
202509,파주시,여행업,72649.0,90020.0
202509,파주시,렌터카,6403.0,7399.0
202509,파주시,레저용품쇼핑,1427889.0,1529211.0
202509,파주시,관광유원시설,351256.0,596219.0
202509,파주시,문화서비스,300734.0,567196.0
202509,파주시,호텔,73985.0,40032.0
202509,파주시,캠핑장/펜션,44908.0,45843.0
202509,파주시,육상운송,1.4564694E7,1.3162188E7
202509,파주시,대형쇼핑몰,3.1145201E7,4.0859013E7
202509,파주시,기타관광쇼핑,1.6008678E7,1.6908602E7
202509,파주시,골프장,8896439.0,1.0400333E7
202509,파주시,기타레저,1322828.0,1586589.0
202509,파주시,뷰티,1244065.0,1165161.0
202509,파주시,일반외식업,2.6563935E7,2.7931486E7
202509,파주시,의료관광,252899.0,245509.0
202509,파주시,제과음료업,5375688.0,6697756.0
