기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
부천시 소사구,레저스포츠,704926,0.5,5099,0.7
부천시 소사구,문화관광,704926,0.5,86137,12.2
부천시 소사구,쇼핑,704926,0.5,318488,45.2
부천시 소사구,숙박,704926,0.5,3492,0.5
부천시 소사구,역사관광,704926,0.5,7729,1.1
부천시 소사구,음식,704926,0.5,280424,39.8
부천시 소사구,자연관광,704926,0.5,3304,0.5
부천시 소사구,체험관광,704926,0.5,213,0.0
부천시 오정구,기타관광,517125,0.4,6,0.0
부천시 오정구,레저스포츠,517125,0.4,2213,0.4
부천시 오정구,문화관광,517125,0.4,71020,13.7
부천시 오정구,쇼핑,517125,0.4,54369,10.5
부천시 오정구,숙박,517125,0.4,19405,3.8
부천시 오정구,역사관광,517125,0.4,455,0.1
부천시 오정구,음식,517125,0.4,368129,71.2
부천시 오정구,자연관광,517125,0.4,18,0.0
부천시 오정구,체험관광,517125,0.4,1510,0.3
부천시 원미구,기타관광,2620674,1.8,141513,5.4
부천시 원미구,레저스포츠,2620674,1.8,14444,0.6
부천시 원미구,문화관광,2620674,1.8,512284,19.5
부천시 원미구,쇼핑,2620674,1.8,761443,29.1
부천시 원미구,숙박,2620674,1.8,117340,4.5
부천시 원미구,역사관광,2620674,1.8,17184,0.7
부천시 원미구,음식,2620674,1.8,1048665,40.0
부천시 원미구,자연관광,2620674,1.8,6660,0.3
부천시 원미구,체험관광,2620674,1.8,1141,0.0
성남시 분당구,기타관광,6037157,4.2,104603,1.7
성남시 분당구,레저스포츠,6037157,4.2,176186,2.9
성남시 분당구,문화관광,6037157,4.2,474559,7.9
성남시 분당구,쇼핑,6037157,4.2,1521828,25.2
성남시 분당구,숙박,6037157,4.2,292116,4.8
성남시 분당구,역사관광,6037157,4.2,24198,0.4
성남시 분당구,음식,6037157,4.2,3420569,56.7
성남시 분당구,자연관광,6037157,4.2,1144,0.0
성남시 분당구,체험관광,6037157,4.2,21954,0.4
성남시 수정구,기타관광,1623940,1.1,4911,0.3
성남시 수정구,레저스포츠,1623940,1.1,49409,3.0
성남시 수정구,문화관광,1623940,1.1,235472,14.5
성남시 수정구,쇼핑,1623940,1.1,178456,11.0
성남시 수정구,숙박,1623940,1.1,126372,7.8
성남시 수정구,역사관광,1623940,1.1,27715,1.7
성남시 수정구,음식,1623940,1.1,984836,60.6
성남시 수정구,자연관광,1623940,1.1,10213,0.6
성남시 수정구,체험관광,1623940,1.1,6556,0.4
성남시 중원구,레저스포츠,584489,0.4,3171,0.5
성남시 중원구,문화관광,584489,0.4,75039,12.8
성남시 중원구,쇼핑,584489,0.4,216709,37.1
성남시 중원구,숙박,584489,0.4,64809,11.1
성남시 중원구,역사관광,584489,0.4,4361,0.7
성남시 중원구,음식,584489,0.4,213373,36.5
성남시 중원구,자연관광,584489,0.4,3452,0.6
성남시 중원구,체험관광,584489,0.4,3575,0.6
수원시 권선구,기타관광,3280462,2.3,572423,17.4
수원시 권선구,레저스포츠,3280462,2.3,100495,3.1
수원시 권선구,문화관광,3280462,2.3,297099,9.1
수원시 권선구,쇼핑,3280462,2.3,770661,23.5
수원시 권선구,숙박,3280462,2.3,98418,3.0
수원시 권선구,역사관광,3280462,2.3,7696,0.2
수원시 권선구,음식,3280462,2.3,1403973,42.8
수원시 권선구,자연관광,3280462,2.3,1332,0.0
수원시 권선구,체험관광,3280462,2.3,28365,0.9
수원시 영통구,기타관광,3259460,2.3,1371,0.0
수원시 영통구,레저스포츠,3259460,2.3,123880,3.8
수원시 영통구,문화관광,3259460,2.3,580763,17.8
수원시 영통구,쇼핑,3259460,2.3,682056,20.9
수원시 영통구,숙박,3259460,2.3,90201,2.8
수원시 영통구,역사관광,3259460,2.3,1030,0.0
수원시 영통구,음식,3259460,2.3,1755306,53.9
수원시 영통구,자연관광,3259460,2.3,20523,0.6
수원시 영통구,체험관광,3259460,2.3,4330,0.1
수원시 장안구,기타관광,2641877,1.8,347,0.0
수원시 장안구,레저스포츠,2641877,1.8,5973,0.2
수원시 장안구,문화관광,2641877,1.8,325934,12.3
수원시 장안구,쇼핑,2641877,1.8,1317988,49.9
수원시 장안구,숙박,2641877,1.8,25844,1.0
수원시 장안구,역사관광,2641877,1.8,47786,1.8
수원시 장안구,음식,2641877,1.8,757990,28.7
수원시 장안구,자연관광,2641877,1.8,75753,2.9
수원시 장안구,체험관광,2641877,1.8,84262,3.2
수원시 팔달구,기타관광,3110216,2.2,25128,0.8
수원시 팔달구,레저스포츠,3110216,2.2,14651,0.5
수원시 팔달구,문화관광,3110216,2.2,464629,14.9
수원시 팔달구,쇼핑,3110216,2.2,551345,17.7
수원시 팔달구,숙박,3110216,2.2,392391,12.6
수원시 팔달구,역사관광,3110216,2.2,253491,8.2
수원시 팔달구,음식,3110216,2.2,1401252,45.1
수원시 팔달구,자연관광,3110216,2.2,1708,0.1
수원시 팔달구,체험관광,3110216,2.2,5621,0.2
시흥시,기타관광,4511681,3.2,27793,0.6
시흥시,레저스포츠,4511681,3.2,284549,6.3
시흥시,문화관광,4511681,3.2,798366,17.7
시흥시,쇼핑,4511681,3.2,850945,18.9
시흥시,숙박,4511681,3.2,177640,3.9
시흥시,역사관광,4511681,3.2,17127,0.4
시흥시,음식,4511681,3.2,2177794,48.3
시흥시,자연관광,4511681,3.2,167336,3.7
시흥시,체험관광,4511681,3.2,10131,0.2
안산시 단원구,기타관광,3013951,2.1,112080,3.7
안산시 단원구,레저스포츠,3013951,2.1,136734,4.5
안산시 단원구,문화관광,3013951,2.1,424841,14.1
안산시 단원구,쇼핑,3013951,2.1,232699,7.7
안산시 단원구,숙박,3013951,2.1,408269,13.5
안산시 단원구,역사관광,3013951,2.1,8156,0.3
안산시 단원구,음식,3013951,2.1,1376527,45.7
안산시 단원구,자연관광,3013951,2.1,309302,10.3
안산시 단원구,체험관광,3013951,2.1,5343,0.2
안산시 상록구,기타관광,1183408,0.8,92014,7.8
안산시 상록구,레저스포츠,1183408,0.8,85056,7.2
안산시 상록구,문화관광,1183408,0.8,172323,14.6
안산시 상록구,쇼핑,1183408,0.8,106072,9.0
안산시 상록구,숙박,1183408,0.8,74932,6.3
안산시 상록구,역사관광,1183408,0.8,12658,1.1
안산시 상록구,음식,1183408,0.8,613718,51.9
안산시 상록구,자연관광,1183408,0.8,22315,1.9
안산시 상록구,체험관광,1183408,0.8,4320,0.4
안성시,기타관광,3176790,2.2,120468,3.8
안성시,레저스포츠,3176790,2.2,672193,21.2
안성시,문화관광,3176790,2.2,247264,7.8
안성시,쇼핑,3176790,2.2,618535,19.5
안성시,숙박,3176790,2.2,117351,3.7
안성시,역사관광,3176790,2.2,85944,2.7
안성시,음식,3176790,2.2,1213894,38.2
안성시,자연관광,3176790,2.2,79395,2.5
안성시,체험관광,3176790,2.2,21746,0.7
안양시 동안구,기타관광,1630532,1.1,13504,0.8
안양시 동안구,레저스포츠,1630532,1.1,30374,1.9
안양시 동안구,문화관광,1630532,1.1,171773,10.5
안양시 동안구,쇼핑,1630532,1.1,497707,30.5
안양시 동안구,숙박,1630532,1.1,42679,2.6
안양시 동안구,역사관광,1630532,1.1,4341,0.3
안양시 동안구,음식,1630532,1.1,867486,53.2
안양시 동안구,자연관광,1630532,1.1,443,0.0
안양시 동안구,체험관광,1630532,1.1,2225,0.1
안양시 만안구,기타관광,1061050,0.7,15611,1.5
안양시 만안구,레저스포츠,1061050,0.7,34647,3.3
안양시 만안구,문화관광,1061050,0.7,302480,28.5
안양시 만안구,쇼핑,1061050,0.7,139038,13.1
안양시 만안구,숙박,1061050,0.7,55498,5.2
안양시 만안구,역사관광,1061050,0.7,68604,6.5
안양시 만안구,음식,1061050,0.7,424742,40.0
안양시 만안구,자연관광,1061050,0.7,17309,1.6
안양시 만안구,체험관광,1061050,0.7,3121,0.3
양주시,기타관광,2672836,1.9,34715,1.3
양주시,레저스포츠,2672836,1.9,183633,6.9
양주시,문화관광,2672836,1.9,286889,10.7
양주시,쇼핑,2672836,1.9,141426,5.3
양주시,숙박,2672836,1.9,133411,5.0
양주시,역사관광,2672836,1.9,35587,1.3
양주시,음식,2672836,1.9,1721495,64.4
양주시,자연관광,2672836,1.9,82481,3.1
양주시,체험관광,2672836,1.9,53199,2.0
양평군,기타관광,2693690,1.9,407272,15.1
양평군,레저스포츠,2693690,1.9,146999,5.5
양평군,문화관광,2693690,1.9,184201,6.8
양평군,쇼핑,2693690,1.9,55721,2.1
양평군,숙박,2693690,1.9,394402,14.6
양평군,역사관광,2693690,1.9,118444,4.4
양평군,음식,2693690,1.9,1292975,48.0
양평군,자연관광,2693690,1.9,88291,3.3
양평군,체험관광,2693690,1.9,5385,0.2
여주시,기타관광,3398973,2.4,113828,3.3
여주시,레저스포츠,3398973,2.4,1001111,29.5
여주시,문화관광,3398973,2.4,171047,5.0
여주시,쇼핑,3398973,2.4,683482,20.1
여주시,숙박,3398973,2.4,136580,4.0
여주시,역사관광,3398973,2.4,134114,3.9
여주시,음식,3398973,2.4,1086400,32.0
여주시,자연관광,3398973,2.4,54180,1.6
여주시,체험관광,3398973,2.4,18231,0.5
연천군,기타관광,862197,0.6,101664,11.8
연천군,레저스포츠,862197,0.6,74141,8.6
연천군,문화관광,862197,0.6,125078,14.5
연천군,쇼핑,862197,0.6,12507,1.5
연천군,숙박,862197,0.6,125899,14.6
연천군,역사관광,862197,0.6,60392,7.0
연천군,음식,862197,0.6,286033,33.2
연천군,자연관광,862197,0.6,67489,7.8
연천군,체험관광,862197,0.6,8994,1.0
오산시,기타관광,1782824,1.2,20080,1.1
오산시,레저스포츠,1782824,1.2,28847,1.6
오산시,문화관광,1782824,1.2,192112,10.8
오산시,쇼핑,1782824,1.2,151061,8.5
오산시,숙박,1782824,1.2,92606,5.2
오산시,역사관광,1782824,1.2,38096,2.1
오산시,음식,1782824,1.2,1248580,70.0
오산시,자연관광,1782824,1.2,4911,0.3
오산시,체험관광,1782824,1.2,6531,0.4
용인시 기흥구,기타관광,4227339,3.0,12661,0.3
용인시 기흥구,레저스포츠,4227339,3.0,428108,10.1
용인시 기흥구,문화관광,4227339,3.0,327067,7.7
용인시 기흥구,쇼핑,4227339,3.0,879623,20.8
용인시 기흥구,숙박,4227339,3.0,102856,2.4
용인시 기흥구,역사관광,4227339,3.0,218466,5.2
용인시 기흥구,음식,4227339,3.0,2246166,53.1
용인시 기흥구,자연관광,4227339,3.0,3261,0.1
용인시 기흥구,체험관광,4227339,3.0,9131,0.2
용인시 수지구,기타관광,2571997,1.8,2601,0.1
용인시 수지구,레저스포츠,2571997,1.8,16714,0.6
용인시 수지구,문화관광,2571997,1.8,152215,5.9
용인시 수지구,쇼핑,2571997,1.8,620467,24.1
용인시 수지구,숙박,2571997,1.8,47958,1.9
용인시 수지구,역사관광,2571997,1.8,14263,0.6
용인시 수지구,음식,2571997,1.8,1679322,65.3
용인시 수지구,자연관광,2571997,1.8,8772,0.3
용인시 수지구,체험관광,2571997,1.8,29685,1.2
용인시 처인구,기타관광,5766192,4.0,154896,2.7
용인시 처인구,레저스포츠,5766192,4.0,1303783,22.6
용인시 처인구,문화관광,5766192,4.0,1258595,21.8
용인시 처인구,쇼핑,5766192,4.0,90634,1.6
용인시 처인구,숙박,5766192,4.0,382175,6.6
용인시 처인구,역사관광,5766192,4.0,88726,1.5
용인시 처인구,음식,5766192,4.0,2316263,40.2
용인시 처인구,자연관광,5766192,4.0,85954,1.5
용인시 처인구,체험관광,5766192,4.0,85166,1.5
의왕시,기타관광,2134928,1.5,21511,1.0
의왕시,레저스포츠,2134928,1.5,27497,1.3
의왕시,문화관광,2134928,1.5,174038,8.2
의왕시,쇼핑,2134928,1.5,477360,22.4
의왕시,숙박,2134928,1.5,55275,2.6
의왕시,역사관광,2134928,1.5,48287,2.3
의왕시,음식,2134928,1.5,1198634,56.1
의왕시,자연관광,2134928,1.5,121228,5.7
의왕시,체험관광,2134928,1.5,11098,0.5
의정부시,기타관광,2599586,1.8,46590,1.8
의정부시,레저스포츠,2599586,1.8,72719,2.8
의정부시,문화관광,2599586,1.8,223771,8.6
의정부시,쇼핑,2599586,1.8,379638,14.6
의정부시,숙박,2599586,1.8,125971,4.8
의정부시,역사관광,2599586,1.8,15309,0.6
의정부시,음식,2599586,1.8,1726235,66.4
의정부시,자연관광,2599586,1.8,3550,0.1
의정부시,체험관광,2599586,1.8,5803,0.2
이천시,기타관광,3213008,2.2,169084,5.3
이천시,레저스포츠,3213008,2.2,600065,18.7
이천시,문화관광,3213008,2.2,219868,6.8
이천시,쇼핑,3213008,2.2,429841,13.4
이천시,숙박,3213008,2.2,161898,5.0
이천시,역사관광,3213008,2.2,55978,1.7
이천시,음식,3213008,2.2,1430772,44.5
이천시,자연관광,3213008,2.2,9930,0.3
이천시,체험관광,3213008,2.2,135572,4.2
파주시,기타관광,7433152,5.2,717762,9.7
파주시,레저스포츠,7433152,5.2,551619,7.4
파주시,문화관광,7433152,5.2,815234,11.0
파주시,쇼핑,7433152,5.2,1144228,15.4
파주시,숙박,7433152,5.2,298432,4.0
파주시,역사관광,7433152,5.2,114917,1.5
파주시,음식,7433152,5.2,3728692,50.2
파주시,자연관광,7433152,5.2,36693,0.5
파주시,체험관광,7433152,5.2,25575,0.3
평택시,기타관광,4530468,3.2,187672,4.1
평택시,레저스포츠,4530468,3.2,108758,2.4
평택시,문화관광,4530468,3.2,400319,8.8
평택시,쇼핑,4530468,3.2,333456,7.4
평택시,숙박,4530468,3.2,316191,7.0
평택시,역사관광,4530468,3.2,25161,0.6
평택시,음식,4530468,3.2,3094107,68.3
평택시,자연관광,4530468,3.2,52304,1.2
평택시,체험관광,4530468,3.2,12500,0.3
포천시,기타관광,3569861,2.5,168056,4.7
포천시,레저스포츠,3569861,2.5,729181,20.4
포천시,문화관광,3569861,2.5,331915,9.3
포천시,쇼핑,3569861,2.5,18832,0.5
포천시,숙박,3569861,2.5,357479,10.0
포천시,역사관광,3569861,2.5,30484,0.9
포천시,음식,3569861,2.5,1520968,42.6
포천시,자연관광,3569861,2.5,285547,8.0
포천시,체험관광,3569861,2.5,127399,3.6
하남시,기타관광,5241775,3.7,5686,0.1
하남시,레저스포츠,5241775,3.7,199519,3.8
하남시,문화관광,5241775,3.7,484253,9.2
하남시,쇼핑,5241775,3.7,2163020,41.3
하남시,숙박,5241775,3.7,66417,1.3
하남시,역사관광,5241775,3.7,18682,0.4
하남시,음식,5241775,3.7,2296774,43.8
하남시,자연관광,5241775,3.7,4701,0.1
하남시,체험관광,5241775,3.7,2723,0.1
화성시,기타관광,9643684,6.8,627422,6.5
화성시,레저스포츠,9643684,6.8,627081,6.5
화성시,문화관광,9643684,6.8,1030154,10.7
화성시,쇼핑,9643684,6.8,820882,8.5
화성시,숙박,9643684,6.8,574626,6.0
화성시,역사관광,9643684,6.8,187826,1.9
화성시,음식,9643684,6.8,5048052,52.3
화성시,자연관광,9643684,6.8,530552,5.5
화성시,체험관광,9643684,6.8,197089,2.0
